fid;NM2;NM3;NM4;NM5;x;y
2081;Trnavský;Dunajská Streda;Okoč;Opatovský Sokolec;17.84390672;47.91008545
2098;Trnavský;Dunajská Streda;Orechová Potôň;Dolná Potôň;17.59256921;48.05153961
2099;Trnavský;Dunajská Streda;Orechová Potôň;Orechová Potôň;17.56424894;48.04525622
2100;Trnavský;Dunajská Streda;Vieska;Blatná lúka;17.61038645;48.07183452
2101;Trnavský;Dunajská Streda;Vieska;Vieska;17.52321473;48.00246913
2134;Trnavský;Dunajská Streda;Padáň;Padáň;17.67132718;47.91643434
2140;Trnavský;Dunajská Streda;Sap;Sap;17.60483176;47.82145428
2154;Trnavský;Dunajská Streda;Pataš;Pataš;17.66497357;47.86955295
2467;Trnavský;Dunajská Streda;Rohovce;Rohovce;17.41674129;47.97742287
2811;Trnavský;Dunajská Streda;Šamorín;Čilistov;17.3156415;48.0027674
2812;Trnavský;Dunajská Streda;Šamorín;Šamorín;17.28990263;48.02471374
2885;Trnavský;Dunajská Streda;Štvrtok na Ostrove;Štvrtok na Ostrove;17.34272216;48.10163588
2956;Trnavský;Dunajská Streda;Topoľníky;Dolné Topoľníky;17.81449814;47.95908083
2957;Trnavský;Dunajská Streda;Topoľníky;Horné Topoľníky;17.79283996;47.97852491
2958;Trnavský;Dunajská Streda;Ňárad;Ňárad;17.62510149;47.83405342
2985;Trnavský;Dunajská Streda;Horné Mýto;Horné Mýto;17.74078379;48.01616113
2986;Trnavský;Dunajská Streda;Trhová Hradská;Trhová Hradská;17.76584257;47.99521788
2993;Trnavský;Dunajská Streda;Trnávka;Trnávka;17.40360627;48.01684371
3008;Trnavský;Dunajská Streda;Trstená na Ostrove;Trstená na Ostrove;17.50483137;47.9202073
3136;Trnavský;Dunajská Streda;Veľká Paka;Čukárska Paka;17.38535822;48.03186349
3137;Trnavský;Dunajská Streda;Veľká Paka;Malá Paka;17.38114641;48.04713066
3138;Trnavský;Dunajská Streda;Veľká Paka;Veľká Paka;17.41185863;48.06725002
3145;Trnavský;Dunajská Streda;Veľké Blahovo;Veľké Blahovo;17.59419171;48.03905135
3265;Trnavský;Dunajská Streda;Kyselica;Kyselica;17.377428;47.9838262
3266;Trnavský;Dunajská Streda;Vojka nad Dunajom;Vojka nad Dunajom;17.3985031;47.95847779
3281;Trnavský;Dunajská Streda;Vrakúň;Nekyje na Ostrove;17.59774153;47.9456693
3282;Trnavský;Dunajská Streda;Vrakúň;Vrakúň;17.61826938;47.91816842
3300;Trnavský;Dunajská Streda;Vydrany;Vydrany;17.62283302;48.04385287
3439;Trnavský;Dunajská Streda;Čenkovce;Čenkovce;17.45028771;48.09876495
3440;Trnavský;Dunajská Streda;Čenkovce;Maslovce;17.45906602;48.08720955
3441;Trnavský;Dunajská Streda;Zlaté Klasy;Rastice;17.43753906;48.1307495
3543;Trnavský;Dunajská Streda;Vieska;Poteho osada;17.49884143;48.00276389
3;Trnavský;Galanta;Abrahám;Abrahám;17.62060831;48.24745677
413;Trnavský;Galanta;Čierna Voda;Čierna Voda;17.64002639;48.12365801
419;Trnavský;Galanta;Čierny Brod;Čierny Brod;17.65571052;48.15355108
420;Trnavský;Galanta;Čierny Brod;Heď;17.65487052;48.15580798
421;Trnavský;Galanta;Čierny Brod;Zúgov;17.62290805;48.17863534
422;Trnavský;Galanta;Čierny Brod;Ostrov;17.60839752;48.11232561
509;Trnavský;Galanta;Dolná Streda;Dolná Streda;17.74889575;48.25699646
529;Trnavský;Galanta;Dolné Saliby;Dolné Saliby;17.79237322;48.09295733
543;Trnavský;Galanta;Dolný Chotár;Dolný Chotár;17.85933866;47.99485625
662;Trnavský;Galanta;Galanta;Galanta;17.73100182;48.19257229
663;Trnavský;Galanta;Galanta;Hody;17.70164039;48.20673821
664;Trnavský;Galanta;Galanta;Nebojsa;17.73537993;48.22234646
666;Trnavský;Galanta;Gáň;Brakoň;17.72745737;48.22905538
667;Trnavský;Galanta;Gáň;Gáň;17.71612205;48.23469501
840;Trnavský;Galanta;Horné Saliby;Horné Saliby;17.74684376;48.11373109
865;Trnavský;Galanta;Hoste;Hoste;17.64190064;48.26119339
1068;Trnavský;Galanta;Jánovce;Jánovce;17.52812367;48.18241039
1099;Trnavský;Galanta;Jelka;Jelka;17.5255901;48.14082422
1100;Trnavský;Galanta;Jelka;Nová Jelka;17.48504127;48.14574373
1101;Trnavský;Galanta;Jelka;Ereč;17.51981934;48.16995425
1120;Trnavský;Galanta;Kajal;Kajal;17.79257583;48.19653719
1316;Trnavský;Galanta;Košúty;Košúty;17.65486673;48.17369655
1342;Trnavský;Galanta;Kráľov Brod;Kráľov Brod;17.82814192;48.04873679
1684;Trnavský;Galanta;Malá Mača;Malá Mača;17.64482419;48.22901919
1760;Trnavský;Galanta;Matúškovo;Matúškovo;17.74883707;48.16342534
1855;Trnavský;Galanta;Mostová;Mostová;17.69025769;48.13877467
1856;Trnavský;Galanta;Mostová;Šoriakoš;17.63895116;48.10191088
2017;Trnavský;Galanta;Veľké Úľany;Nové Osady;17.58055523;48.12688378
2157;Trnavský;Galanta;Pata;Pata;17.82808335;48.27943004
2379;Trnavský;Galanta;Pusté Sady;Pusté Sady;17.82321086;48.30953708
2380;Trnavský;Galanta;Pusté Úľany;Pusté Úľany;17.55838446;48.21865422
2582;Trnavský;Galanta;Sereď;Dolný Čepeň;17.73385625;48.29681053
2583;Trnavský;Galanta;Sereď;Sereď;17.71202295;48.28666822
2584;Trnavský;Galanta;Sereď;Stredný Čepeň;17.73222072;48.3022521
2585;Trnavský;Galanta;Sereď;Horný Čepeň;17.72175755;48.31207466
2614;Trnavský;Galanta;Sládkovičovo;Sládkovičovo;17.63037567;48.20285108
2806;Trnavský;Galanta;Šalgočka;Šalgočka;17.8216591;48.34367159
2848;Trnavský;Galanta;Šintava;Šintava;17.77633869;48.28424575
2860;Trnavský;Galanta;Šoporňa;Šoporňa;17.83688972;48.22675915
2946;Trnavský;Galanta;Tomášikovo;Tomášikovo;17.72166796;48.06833155
2955;Trnavský;Galanta;Topoľnica;Topoľnica;17.78631713;48.16993304
3011;Trnavský;Galanta;Trstice;Trstice;17.82097912;48.02024107
3088;Trnavský;Galanta;Váhovce;Váhovce;17.7838948;48.23728393
3135;Trnavský;Galanta;Veľká Mača;Veľká Mača;17.68899552;48.2434298
3181;Trnavský;Galanta;Veľké Úľany;Veľké Úľany;17.57442762;48.16955795
3197;Trnavský;Galanta;Veľký Grob;Veľký Grob;17.51789549;48.24634951
3229;Trnavský;Galanta;Vinohrady nad Váhom;Vinohrady nad Váhom;17.76873367;48.31660636
3277;Trnavský;Galanta;Vozokany;Vozokany;17.70257152;48.09739034
3422;Trnavský;Galanta;Zemianske Sady;Zemianske Sady;17.82633368;48.32786193
185;Trnavský;Hlohovec;Bojničky;Bojničky;17.80248495;48.3894578
399;Trnavský;Hlohovec;Červeník;Červeník;17.76045096;48.46395508
527;Trnavský;Hlohovec;Dolné Otrokovce;Dolné Otrokovce;17.91310669;48.46702486
534;Trnavský;Hlohovec;Dolné Trhovište;Dolné Trhovište;17.90595699;48.44243164
537;Trnavský;Hlohovec;Dolné Zelenice;Dolné Zelenice;17.7468169;48.37983948
637;Trnavský;Hlohovec;Dvorníky;Dvorníky;17.78652181;48.35380569
764;Trnavský;Hlohovec;Hlohovec;Hlohovec;17.82031094;48.43022048
836;Trnavský;Hlohovec;Horné Otrokovce;Horné Otrokovce;17.87968251;48.49026124
845;Trnavský;Hlohovec;Horné Trhovište;Horné Trhovište;17.87607531;48.4665444
849;Trnavský;Hlohovec;Horné Zelenice;Horné Zelenice;17.75024926;48.39116036
1054;Trnavský;Hlohovec;Jalšové;Jalšové;17.83893991;48.50416087
1179;Trnavský;Hlohovec;Kľačany;Kľačany;17.87067744;48.38938659
1261;Trnavský;Hlohovec;Koplotovce;Koplotovce;17.81485222;48.48506597
1507;Trnavský;Hlohovec;Leopoldov;Leopoldov;17.76964654;48.44416691
1666;Trnavský;Hlohovec;Madunice;Madunice;17.78329925;48.48857227
1779;Trnavský;Hlohovec;Merašice;Merašice;17.94318043;48.46477446
2153;Trnavský;Hlohovec;Pastuchov;Pastuchov;17.88602332;48.41882816
2300;Trnavský;Hlohovec;Dvorníky;Posádka;17.77050019;48.37449685
2423;Trnavský;Hlohovec;Ratkovce;Ratkovce;17.71650781;48.47354425
2548;Trnavský;Hlohovec;Sasinkovo;Sasinkovo;17.84562135;48.3664892
2592;Trnavský;Hlohovec;Siladice;Siladice;17.73014011;48.36075854
2888;Trnavský;Hlohovec;Hlohovec;Šulekovo;17.75023148;48.41050367
2912;Trnavský;Hlohovec;Tekolďany;Tekolďany;17.91178872;48.48959546
2926;Trnavský;Hlohovec;Tepličky;Tepličky;17.8529871;48.46797889
2966;Trnavský;Hlohovec;Trakovice;Trakovice;17.71393987;48.43942982
3508;Trnavský;Hlohovec;Žlkovce;Žlkovce;17.71292032;48.46021835
50;Trnavský;Piešťany;Banka;Banka;17.85970777;48.5772502
85;Trnavský;Piešťany;Bašovce;Bašovce;17.80734696;48.63133318
201;Trnavský;Piešťany;Borovce;Borovce;17.73025082;48.57775017
552;Trnavský;Piešťany;Dolný Lopašov;Dolný Lopašov;17.63954068;48.58437801
567;Trnavský;Piešťany;Drahovce;Drahovce;17.79008588;48.52851254
598;Trnavský;Piešťany;Dubovany;Dolné Dubovany;17.72064538;48.52775552
599;Trnavský;Piešťany;Dubovany;Horné Dubovany;17.71612126;48.53876156
612;Trnavský;Piešťany;Ducové;Ducové;17.86688882;48.63066056
942;Trnavský;Piešťany;Hubina;Hubina;17.92585147;48.60750214
993;Trnavský;Piešťany;Chtelnica;Chtelnica;17.60544809;48.57678738
1214;Trnavský;Piešťany;Piešťany;Kocurice;17.77244122;48.58203944
1215;Trnavský;Piešťany;Kočín-Lančár;Kočín;17.64508862;48.61221132
1338;Trnavský;Piešťany;Krakovany;Krakovany;17.75064822;48.62048937
1339;Trnavský;Piešťany;Krakovany;Stráže;17.74965562;48.60717341
1467;Trnavský;Piešťany;Kočín-Lančár;Lančár;17.64031164;48.60344022
1707;Trnavský;Piešťany;Ostrov;Malé Orvište;17.77975932;48.6262176
1848;Trnavský;Piešťany;Moravany nad Váhom;Moravany nad Váhom;17.87631781;48.59937677
1947;Trnavský;Piešťany;Nižná;Nižná;17.65597343;48.52726153
2118;Trnavský;Piešťany;Ostrov;Ostrov;17.75614452;48.63669674
2170;Trnavský;Piešťany;Pečeňady;Pečeňady;17.71796511;48.48588904
2195;Trnavský;Piešťany;Piešťany;Piešťany;17.81651542;48.59369941
2321;Trnavský;Piešťany;Prašník;Prašník;17.66338194;48.64876739
2411;Trnavský;Piešťany;Rakovice;Rakovice;17.72077619;48.56763359
2430;Trnavský;Piešťany;Ratnovce;Ratnovce;17.84962778;48.55502445
2679;Trnavský;Piešťany;Sokolovce;Sokolovce;17.84127286;48.53254668
2852;Trnavský;Piešťany;Šípkové;Šípkové;17.7160467;48.66221202
2873;Trnavský;Piešťany;Šterusy;Šterusy;17.67048564;48.61101315
2969;Trnavský;Piešťany;Trebatice;Trebatice;17.74487916;48.59453399
3155;Trnavský;Piešťany;Veľké Kostoľany;Veľké Kostoľany;17.71322399;48.51080615
3156;Trnavský;Piešťany;Veľké Kostoľany;Zákostoľany;17.71994618;48.49855305
3163;Trnavský;Piešťany;Veľké Orvište;Veľké Orvište;17.78970388;48.61771672
3212;Trnavský;Piešťany;Veselé;Ťapkové;17.72599205;48.54165779
3213;Trnavský;Piešťany;Veselé;Veselé;17.72282074;48.55567777
3290;Trnavský;Piešťany;Vrbové;Vrbové;17.70784105;48.61780091
139;Trnavský;Senica;Bílkove Humence;Bílkove Humence;17.24167261;48.58921004
202;Trnavský;Senica;Borský Svätý Jur;Borský Svätý Jur;17.06393799;48.59649728
203;Trnavský;Senica;Borský Mikuláš;Borský Mikuláš;17.20685585;48.61466664
204;Trnavský;Senica;Borský Mikuláš;Borský Peter;17.25000996;48.63021586
334;Trnavský;Senica;Cerová;Cerová-Lieskové;17.38039323;48.58893306
366;Trnavský;Senica;Čáry;Čáry;17.0776311;48.664739
368;Trnavský;Senica;Častkov;Častkov;17.36016952;48.75461326
497;Trnavský;Senica;Dojč;Dojč;17.25589689;48.68373926
759;Trnavský;Senica;Hlboké;Hlboké;17.38572768;48.64425654
889;Trnavský;Senica;Hradište pod Vrátnom;Hradište pod Vrátnom;17.49151912;48.62519905
1031;Trnavský;Senica;Jablonica;Jablonica;17.43329881;48.60050328
1322;Trnavský;Senica;Koválov;Koválov;17.28182999;48.70976573
1416;Trnavský;Senica;Kuklov;Kuklov;17.07981818;48.62946158
1422;Trnavský;Senica;Senica;Kunov;17.40884156;48.69384245
1436;Trnavský;Senica;Kúty;Kúty;17.00843904;48.65638484
1465;Trnavský;Senica;Lakšárska Nová Ves;Lakšárska Nová Ves;17.16184735;48.5765871
1466;Trnavský;Senica;Lakšárska Nová Ves;Mikulášov;17.22225069;48.572521
1850;Trnavský;Senica;Moravský Svätý Ján;Moravský Svätý Ján;16.98646221;48.57191353
2124;Trnavský;Senica;Osuské;Osuské;17.45163635;48.63887985
2208;Trnavský;Senica;Plavecký Peter;Plavecký Peter;17.32407229;48.53409002
2226;Trnavský;Senica;Podbranč;Podbranč;17.45504059;48.73173959
2348;Trnavský;Senica;Prietrž;Prietrž;17.45555106;48.68527647
2350;Trnavský;Senica;Prievaly;Prievaly;17.3461429;48.55976045
2468;Trnavský;Senica;Rohov;Rohov;17.33732447;48.73148124
2469;Trnavský;Senica;Rybky;Rybky;17.33422026;48.71406074
2478;Trnavský;Senica;Rovensko;Rovensko;17.37318395;48.71733386
2485;Trnavský;Senica;Cerová;Rozbehy;17.40942212;48.56815429
2565;Trnavský;Senica;Sekule;Sekule;16.98973538;48.60910942
2578;Trnavský;Senica;Senica;Senica;17.35706326;48.67534102
2661;Trnavský;Senica;Smolinské;Smolinské;17.11762133;48.68279186
2665;Trnavský;Senica;Smrdáky;Smrdáky;17.30603227;48.72356535
2672;Trnavský;Senica;Sobotište;Sobotište;17.41571014;48.74699794
2804;Trnavský;Senica;Šajdíkove Humence;Šajdíkove Humence;17.28912436;48.651908
2833;Trnavský;Senica;Šaštín-Stráže;Stráže nad Myjavou;17.14646783;48.65866866
2834;Trnavský;Senica;Šaštín-Stráže;Šaštín;17.14228605;48.62112826
2865;Trnavský;Senica;Štefanov;Štefanov;17.20045039;48.67697702
269;Trnavský;Skalica;Brodské;Brodské;17.02292123;48.69473006
600;Trnavský;Skalica;Dubovce;Vlčkovany;17.23495756;48.76528445
601;Trnavský;Skalica;Dubovce;Vidovany;17.25572456;48.76181848
672;Trnavský;Skalica;Gbely;Gbely;17.09420768;48.72775235
786;Trnavský;Skalica;Holíč;Holíč;17.15171284;48.80353631
991;Trnavský;Skalica;Chropov;Chropov;17.35221942;48.79018993
1165;Trnavský;Skalica;Kátov;Kátov;17.16913745;48.83512236
1257;Trnavský;Skalica;Kopčany;Kopčany;17.10741377;48.77688354
1323;Trnavský;Skalica;Koválovec;Koválovec;17.31861204;48.79601705
1518;Trnavský;Skalica;Letničie;Letničie;17.18097264;48.70809275
1592;Trnavský;Skalica;Lopašov;Lopašov;17.32545455;48.75592763
1844;Trnavský;Skalica;Mokrý Háj;Mokrý Háj;17.25100093;48.80829204
2102;Trnavský;Skalica;Oreské;Oreské;17.30416452;48.74362527
2184;Trnavský;Skalica;Petrova Ves;Petrova Ves;17.16377818;48.72463371
2290;Trnavský;Skalica;Popudinské Močidľany;Močidľany;17.21572713;48.78078812
2291;Trnavský;Skalica;Popudinské Močidľany;Popudiny;17.21972868;48.79423771
2349;Trnavský;Skalica;Prietržka;Prietržka;17.20751301;48.80672833
2387;Trnavský;Skalica;Radimov;Radimov;17.20643575;48.75473958
2394;Trnavský;Skalica;Radošovce;Radošovce;17.2786389;48.78377924
2601;Trnavský;Skalica;Skalica;Skalica;17.25659073;48.838119
3000;Trnavský;Skalica;Trnovec;Trnovec;17.18952056;48.79533583
3076;Trnavský;Skalica;Unín;Unín;17.22198747;48.725883
3216;Trnavský;Skalica;Radošovce;Vieska;17.27437404;48.74946544
3280;Trnavský;Skalica;Vrádište;Vrádište;17.19588119;48.82599711
3537;Trnavský;Skalica;Letničie;Rúbanice;17.04829382;48.75986004
3538;Trnavský;Skalica;Petrova Ves;Primoravské lúky;17.04248615;48.74988883
3539;Trnavský;Skalica;Radimov;Záhajné;17.06904318;48.76979411
3540;Trnavský;Skalica;Unín;Sedlište;17.06155678;48.76365756
137;Trnavský;Trnava;Biely Kostol;Biely Kostol;17.52844253;48.36617774
141;Trnavský;Trnava;Bíňovce;Bíňovce;17.49473714;48.4982475
175;Trnavský;Trnava;Bohdanovce nad Trnavou;Bohdanovce nad Trnavou;17.54939904;48.43477608
188;Trnavský;Trnava;Boleráz;Boleráz;17.48869392;48.47269918
189;Trnavský;Trnava;Boleráz;Klčovany;17.50780755;48.4532659
200;Trnavský;Trnava;Borová;Borová;17.43564804;48.38671807
241;Trnavský;Trnava;Brestovany;Malé Brestovany;17.68191712;48.38692967
242;Trnavský;Trnava;Brestovany;Veľké Brestovany;17.6906237;48.39385594
280;Trnavský;Trnava;Bučany;Bučany;17.69032092;48.41408225
291;Trnavský;Trnava;Buková;Buková;17.39460375;48.53711327
337;Trnavský;Trnava;Cífer;Cífer;17.49553462;48.32167242
450;Trnavský;Trnava;Dechtice;Dechtice;17.57444427;48.55015225
475;Trnavský;Trnava;Dlhá;Dlhá;17.42525662;48.41209025
490;Trnavský;Trnava;Dobrá Voda;Dobrá Voda;17.54145066;48.60342108
502;Trnavský;Trnava;Dolná Krupá;Dolná Krupá;17.55585436;48.47746251
518;Trnavský;Trnava;Dolné Dubové;Dolné Dubové;17.59308943;48.49488825
526;Trnavský;Trnava;Dolné Orešany;Dolné Orešany;17.40516051;48.44418755
805;Trnavský;Trnava;Horná Krupá;Horná Krupá;17.51997252;48.52033852
827;Trnavský;Trnava;Horné Dubové;Horné Dubové;17.56073648;48.51767585
835;Trnavský;Trnava;Horné Orešany;Horné Orešany;17.40824206;48.46313563
909;Trnavský;Trnava;Hrnčiarovce nad Parnou;Hrnčiarovce;17.55426574;48.33719995
1075;Trnavský;Trnava;Cífer;Jarná;17.46296126;48.31859437
1087;Trnavský;Trnava;Jaslovské Bohunice;Bohunice;17.64460465;48.47849567
1088;Trnavský;Trnava;Jaslovské Bohunice;Jaslovce;17.65553516;48.46769369
1164;Trnavský;Trnava;Kátlovce;Kátlovce;17.61063261;48.52027862
1314;Trnavský;Trnava;Košolná;Košolná;17.46090604;48.42939708
1391;Trnavský;Trnava;Križovany nad Dudváhom;Križovany nad Dudváhom;17.65917105;48.32573109
1596;Trnavský;Trnava;Lošonec;Lošonec;17.3598112;48.48054412
1600;Trnavský;Trnava;Dolné Lovčice;Dolné Lovčice;17.67153361;48.36813265
1601;Trnavský;Trnava;Brestovany;Horné Lovčice;17.68413687;48.37661266
1670;Trnavský;Trnava;Majcichov;Majcichov;17.61677358;48.28747651
1732;Trnavský;Trnava;Malženice;Malženice;17.66457496;48.4465059
1827;Trnavský;Trnava;Trnava;Modranka;17.61957985;48.34374499
1889;Trnavský;Trnava;Naháč;Naháč;17.51578946;48.55653031
2084;Trnavský;Trnava;Opoj;Opoj;17.63733513;48.3040063
2132;Trnavský;Trnava;Cífer;Pác;17.52233949;48.30510016
2136;Trnavský;Trnava;Jaslovské Bohunice;Paderovce;17.62214488;48.48770601
2161;Trnavský;Trnava;Pavlice;Pavlice;17.57140829;48.25838393
2395;Trnavský;Trnava;Radošovce;Radošovce;17.64770906;48.50126458
2529;Trnavský;Trnava;Ružindol;Ružindol;17.48511503;48.36526967
2645;Trnavský;Trnava;Slovenská Nová Ves;Slovenská Nová Ves;17.53230441;48.29025028
2659;Trnavský;Trnava;Smolenice;Smolenice;17.42598386;48.50795629
2660;Trnavský;Trnava;Smolenice;Smolenická Nová Ves;17.42231366;48.49273381
2771;Trnavský;Trnava;Suchá nad Parnou;Suchá nad Parnou;17.48302749;48.41294567
2838;Trnavský;Trnava;Šelpice;Šelpice;17.52536933;48.42514384
2861;Trnavský;Trnava;Špačince;Špačince;17.60487458;48.44232028
2893;Trnavský;Trnava;Šúrovce;Valtov Šúr;17.72167199;48.32189155
2894;Trnavský;Trnava;Šúrovce;Veľké Šúrovce I;17.71527968;48.34089697
2895;Trnavský;Trnava;Šúrovce;Zemianske Šúrovce;17.70413718;48.33555461
2896;Trnavský;Trnava;Šúrovce;Veľké Šúrovce II;17.6886114;48.32836511
2990;Trnavský;Trnava;Trnava;Trnava;17.58258971;48.38531077
3013;Trnavský;Trnava;Trstín;Trstín;17.47083674;48.5412765
3108;Trnavský;Trnava;Šúrovce;Varov Šúr;17.73602415;48.34181126
3254;Trnavský;Trnava;Vlčkovce;Vlčkovce;17.66223066;48.30029654
3261;Trnavský;Trnava;Voderady;Voderady;17.56475666;48.28214123
3395;Trnavský;Trnava;Zavar;Zavar;17.65789698;48.3565548
3415;Trnavský;Trnava;Zeleneč;Zeleneč;17.5837205;48.3173374
3462;Trnavský;Trnava;Zvončín;Zvončín;17.51000545;48.39778848
313;Žilinský;Bytča;Bytča;Hliník nad Váhom;18.57080404;49.24725328
314;Žilinský;Bytča;Bytča;Malá Bytča;18.51817588;49.21926511
315;Žilinský;Bytča;Bytča;Mikšová;18.49442928;49.19190452
316;Žilinský;Bytča;Bytča;Veľká Bytča;18.54623792;49.23510749
760;Žilinský;Bytča;Hlboké nad Váhom;Hlboké nad Váhom;18.59353722;49.20911975
879;Žilinský;Bytča;Bytča;Hrabové;18.57339076;49.20232357
962;Žilinský;Bytča;Hvozdnica;Hvozdnica;18.48154357;49.20773487
1038;Žilinský;Bytča;Jablonové;Jablonové;18.57100771;49.18515128
1231;Žilinský;Bytča;Kolárovice;Kolárovice;18.52440549;49.30190881
1317;Žilinský;Bytča;Kotešová;Kotešová;18.60193262;49.25391547
1745;Žilinský;Bytča;Maršová-Rašov;Maršová;18.53024192;49.1736901
2191;Žilinský;Bytča;Petrovice;Petrovice;18.48232412;49.3007249
2192;Žilinský;Bytča;Petrovice;Setechov;18.49332025;49.26609554
2329;Žilinský;Bytča;Predmier;Predmier;18.53319936;49.1969994
2369;Žilinský;Bytča;Bytča;Pšurnovice;18.50542323;49.24334296
2779;Žilinský;Bytča;Súľov-Hradná;Súľov-Hradná;18.59008686;49.15234095
2876;Žilinský;Bytča;Štiavnik;Štiavnik;18.4377301;49.27739844
3169;Žilinský;Bytča;Veľké Rovné;Veľké Rovné;18.5666024;49.32118347
349;Žilinský;Čadca;Čadca;Čadca;18.7936856;49.44755761
350;Žilinský;Čadca;Čadca;Horelica;18.81844367;49.42681566
414;Žilinský;Čadca;Čierne;Čierne;18.83668781;49.49800045
477;Žilinský;Čadca;Dlhá nad Kysucou;Dlhá nad Kysucou;18.65731052;49.37159573
620;Žilinský;Čadca;Dunajov;Dunajov;18.8058573;49.36736071
736;Žilinský;Čadca;Nová Bystrica;Harvelka;19.10290681;49.34885366
1199;Žilinský;Čadca;Klokočov;Klokočov;18.58199177;49.46731134
1201;Žilinský;Čadca;Klubina;Klubina;18.91588133;49.37918173
1265;Žilinský;Čadca;Korňa;Korňa;18.54343926;49.41928926
1365;Žilinský;Čadca;Krásno nad Kysucou;Krásno nad Kysucou;18.8378672;49.3897053
1673;Žilinský;Čadca;Makov;Makov;18.43987086;49.35876423
1992;Žilinský;Čadca;Nová Bystrica;Nová Bystrica;19.04116164;49.37131998
2057;Žilinský;Čadca;Olešná;Olešná;18.65098378;49.43292343
2058;Žilinský;Čadca;Olešná;Burkov vrch;18.64026713;49.48628382
2125;Žilinský;Čadca;Oščadnica;Oščadnica;18.91314652;49.43993123
2256;Žilinský;Čadca;Podvysoká;Podvysoká;18.66289695;49.40508393
2392;Žilinský;Čadca;Radôstka;Radôstka;18.93885261;49.32048082
2408;Žilinský;Čadca;Raková;Raková;18.71642983;49.45944968
2454;Žilinský;Čadca;Nová Bystrica;Riečnica;19.0785512;49.32014325
2602;Žilinský;Čadca;Skalité;Skalité;18.91692558;49.49486815
2709;Žilinský;Čadca;Stará Bystrica;Stará Bystrica;18.94236747;49.3561279
2728;Žilinský;Čadca;Staškov;Staškov;18.68156224;49.44421807
2800;Žilinský;Čadca;Svrčinovec;Svrčinovec;18.79001933;49.4824663
3045;Žilinský;Čadca;Turzovka;Turkov;18.61800593;49.36903179
3046;Žilinský;Čadca;Turzovka;Turzovka;18.61043123;49.40771569
3309;Žilinský;Čadca;Vysoká nad Kysucou;Vysoká nad Kysucou;18.5218934;49.38492033
3373;Žilinský;Čadca;Zákopčie;Zákopčie;18.71697132;49.39080515
3407;Žilinský;Čadca;Zborov nad Bystricou;Zborov nad Bystricou;18.89420621;49.3891076
121;Žilinský;Dolný Kubín;Dolný Kubín;Beňova Lehota;19.26182319;49.24226169
325;Žilinský;Dolný Kubín;Bziny;Bziny;19.33580432;49.22060746
478;Žilinský;Dolný Kubín;Dlhá nad Oravou;Dlhá nad Oravou;19.45314042;49.27294008
504;Žilinský;Dolný Kubín;Oravský Podzámok;Dolná Lehota;19.37271024;49.27402234
545;Žilinský;Dolný Kubín;Dolný Kubín;Dolný Kubín;19.3105501;49.20668815
546;Žilinský;Dolný Kubín;Dolný Kubín;Veľký Bysterec;19.27418713;49.23720417
547;Žilinský;Dolný Kubín;Dolný Kubín;Malý Bysterec;19.26796031;49.21844873
548;Žilinský;Dolný Kubín;Dolný Kubín;Záskalie;19.28728262;49.24855641
549;Žilinský;Dolný Kubín;Dolný Kubín;Kubínska Hoľa;19.2645895;49.28248427
550;Žilinský;Dolný Kubín;Dolný Kubín;Medzihradné;19.32236057;49.20319693
807;Žilinský;Dolný Kubín;Horná Lehota;Horná Lehota;19.4051702;49.25942473
967;Žilinský;Dolný Kubín;Chlebnice;Chlebnice;19.48395064;49.22390691
1017;Žilinský;Dolný Kubín;Istebné;Istebné;19.20901009;49.22417323
1083;Žilinský;Dolný Kubín;Jasenová;Jasenová;19.29788206;49.16414686
1207;Žilinský;Dolný Kubín;Dolný Kubín;Kňažia;19.31160887;49.25661358
1348;Žilinský;Dolný Kubín;Kraľovany;Kraľovany;19.11193948;49.16268132
1381;Žilinský;Dolný Kubín;Krivá;Krivá;19.50699836;49.26562772
1516;Žilinský;Dolný Kubín;Leštiny;Leštiny;19.3585504;49.18666082
1689;Žilinský;Dolný Kubín;Malatiná;Malatiná;19.44439571;49.19147763
1771;Žilinský;Dolný Kubín;Medzibrodie nad Oravou;Medzibrodie nad Oravou;19.35630283;49.23888021
1840;Žilinský;Dolný Kubín;Dolný Kubín;Mokraď;19.30782665;49.2293952
1841;Žilinský;Dolný Kubín;Dolný Kubín;Mokradská Hoľa;19.28928408;49.27969124
2091;Žilinský;Dolný Kubín;Oravská Poruba;Poruba-Geceľ;19.27125533;49.18819783
2092;Žilinský;Dolný Kubín;Oravská Poruba;Zábrež;19.24499057;49.19073353
2095;Žilinský;Dolný Kubín;Oravský Podzámok;Oravský Podzámok;19.33501135;49.27806407
2110;Žilinský;Dolný Kubín;Osádka;Osádka;19.3955967;49.18242701
2149;Žilinský;Dolný Kubín;Párnica;Párnica;19.14749821;49.21010963
2264;Žilinský;Dolný Kubín;Pokryváč;Pokryváč;19.39797375;49.19749375
2340;Žilinský;Dolný Kubín;Pribiš;Pribiš;19.40837034;49.2244153
2372;Žilinský;Dolný Kubín;Pucov;Pucov;19.37871791;49.21821926
2558;Žilinský;Dolný Kubín;Sedliacka Dubová;Sedliacka Dubová;19.42276494;49.2703188
2703;Žilinský;Dolný Kubín;Dolný Kubín;Srňacie;19.36641044;49.19884567
3119;Žilinský;Dolný Kubín;Veličná;Revišné;19.23496011;49.24026412
